requirement_id,sprint,module,requirement_type,user_story,requirement_title,acceptance_criteria,acceptance_source
REQ-S3-CC-PAY-003,3,Checkout – Payment (Basic),Functional,"As a customer, I want to select a payment method and provide basic payment details, so that I can complete my purchase.",AC3 – Successful order,Given I have selected a payment method and filled in the fields When I click the confirm button Then the order is placed And a confirmation message with the invoice number is displayed And the cart is cleared.,Sprint 3 User Stories — Checkout – Payment (Basic) — AC3 – Successful order | https://testsmith-io.github.io/practice-software-testing/user-stories/v3.md | Application_Context.md §10
REQ-S3-CAT-001,3,Browse Products by Category,Functional,"As a visitor, I want to browse products within a specific category with filtering, sorting, and pagination, so that I can find specific products within a category.",AC1 – Category page is displayed,Given I click on a category name Then a page with products belonging to that category is displayed And the category name is shown as the page title.,Sprint 3 User Stories — Browse Products by Category — AC1 – Category page is displayed | https://testsmith-io.github.io/practice-software-testing/user-stories/v3.md | Application_Context.md §10
REQ-S3-CAT-002,3,Browse Products by Category,Functional,"As a visitor, I want to browse products within a specific category with filtering, sorting, and pagination, so that I can find specific products within a category.",AC2 – Filters available,Given the category page is displayed Then the same filters as the product overview are available: - category checkboxes (subcategory tree) - brand checkboxes - sorting dropdown - pagination controls,Sprint 3 User Stories — Browse Products by Category — AC2 – Filters available | https://testsmith-io.github.io/practice-software-testing/user-stories/v3.md | Application_Context.md §10
REQ-S3-CF-001,3,Contact Form,Functional,"As a visitor, I want to send a message through a contact form, so that I can reach out for support or other inquiries.",AC1 – Contact form is accessible,Given I navigate to the contact page Then a contact form is displayed.,Sprint 3 User Stories — Contact Form — AC1 – Contact form is accessible | https://testsmith-io.github.io/practice-software-testing/user-stories/v3.md | Application_Context.md §10
REQ-S3-CF-002,3,Contact Form,Functional,"As a visitor, I want to send a message through a contact form, so that I can reach out for support or other inquiries.",AC2 – Required fields,"Given the contact form is displayed Then the following fields are shown: - First name (required) - Last name (required) - Email (required, must be valid format) - Subject (required, dropdown) - Message (required, minimum 50 characters)",Sprint 3 User Stories — Contact Form — AC2 – Required fields | https://testsmith-io.github.io/practice-software-testing/user-stories/v3.md | Application_Context.md §10
REQ-S3-CF-003,3,Contact Form,Functional,"As a visitor, I want to send a message through a contact form, so that I can reach out for support or other inquiries.",AC3 – Subject options,Given the subject dropdown is displayed Then it includes the following options: - Customer service - Webmaster - Return - Payments - Warranty - Status of order,Sprint 3 User Stories — Contact Form — AC3 – Subject options | https://testsmith-io.github.io/practice-software-testing/user-stories/v3.md | Application_Context.md §10
REQ-S3-CF-004,3,Contact Form,Functional,"As a visitor, I want to send a message through a contact form, so that I can reach out for support or other inquiries.",AC4 – Message minimum length,Given I enter a message with fewer than 50 characters Then a validation error is shown indicating the message must be at least 50 characters.,Sprint 3 User Stories — Contact Form — AC4 – Message minimum length | https://testsmith-io.github.io/practice-software-testing/user-stories/v3.md | Application_Context.md §10
REQ-S3-CF-005,3,Contact Form,Functional,"As a visitor, I want to send a message through a contact form, so that I can reach out for support or other inquiries.",AC5 – Successful submission,Given all required fields are filled in with valid data When I submit the contact form Then a confirmation message is displayed And the form is hidden.,Sprint 3 User Stories — Contact Form — AC5 – Successful submission | https://testsmith-io.github.io/practice-software-testing/user-stories/v3.md | Application_Context.md §10
REQ-S4-PO-001,4,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, and sorting, so that I can efficiently find products of interest.",AC1 – Product grid is displayed,"Given I navigate to the home page Then a grid of product cards is displayed And each card shows a product image, name, and price.",Sprint 4 User Stories — Product Overview — AC1 – Product grid is displayed | https://testsmith-io.github.io/practice-software-testing/user-stories/v4.md | Application_Context.md §10
REQ-S4-PO-002,4,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, and sorting, so that I can efficiently find products of interest.",AC2 – Navigating to product detail,Given the product overview is displayed When I click on a product card Then I am navigated to the product detail page.,Sprint 4 User Stories — Product Overview — AC2 – Navigating to product detail | https://testsmith-io.github.io/practice-software-testing/user-stories/v4.md | Application_Context.md §10
REQ-S4-PO-003,4,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, and sorting, so that I can efficiently find products of interest.",AC3 – Pagination,Given there are more products than fit on one page Then pagination controls are displayed below the product grid And clicking a page number updates the grid.,Sprint 4 User Stories — Product Overview — AC3 – Pagination | https://testsmith-io.github.io/practice-software-testing/user-stories/v4.md | Application_Context.md §10
REQ-S4-PO-004,4,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, and sorting, so that I can efficiently find products of interest.",AC4 – Search,Given I enter a valid search query (3–40 characters) and submit Then the product grid updates to show only matching products And all active filters are reset.,Sprint 4 User Stories — Product Overview — AC4 – Search | https://testsmith-io.github.io/practice-software-testing/user-stories/v4.md | Application_Context.md §10
